date,2307
2015-10-15,27010.14
2015-10-16,27214.6
2015-10-19,27364.92
2015-10-20,27306.83
2015-10-21,27287.66
2015-10-23,27470.81
2015-10-26,27361.96
2015-10-27,27253.44
2015-10-28,27039.76
2015-10-29,26838.14
2015-10-30,26656.83
2015-11-02,26559.15
2015-11-03,26590.59
2015-11-04,26552.92
2015-11-05,26304.2
2015-11-06,26265.24
2015-11-09,26121.4
2015-11-10,25743.26
2015-11-11,25863.92
2015-11-13,25610.53
2015-11-16,25760.1
2015-11-17,25864.47
2015-11-18,25482.52
2015-11-19,25841.92
2015-11-20,25868.49
2015-11-23,25819.34
2015-11-24,25775.74
2015-11-26,25958.63
2015-11-27,26128.2
2015-11-30,26145.67
2015-12-01,26169.41
2015-12-02,26117.85
2015-12-03,25886.62
2015-12-04,25638.11
2015-12-07,25530.11
2015-12-08,25310.33
2015-12-09,25036.05
2015-12-10,25252.32
2015-12-11,25044.43
2015-12-14,25150.35
2015-12-15,25320.44
2015-12-16,25494.37
2015-12-17,25803.78
2015-12-18,25519.22
2015-12-21,25735.9
2015-12-22,25590.65
2015-12-23,25850.3
2015-12-24,25838.71
2015-12-28,26034.13
2015-12-29,26079.48
2015-12-30,25960.03
2015-12-31,26117.54
2016-01-01,26160.9
2016-01-04,25623.35
2016-01-05,25580.34
2016-01-06,25406.33
2016-01-07,24851.83
2016-01-08,24934.33
2016-01-11,24825.04
2016-01-12,24682.03
2016-01-13,24854.11
2016-01-14,24772.97
2016-01-15,24455.04
2016-01-18,24188.37
2016-01-19,24479.84
2016-01-20,24062.04
2016-01-21,23962.21
2016-01-22,24435.66
2016-01-25,24485.95
2016-01-27,24492.39
2016-01-28,24469.57
2016-01-29,24870.69
2016-02-01,24824.83
2016-02-02,24539.0
2016-02-03,24223.32
2016-02-04,24338.43
2016-02-05,24616.97
2016-02-08,24287.42
2016-02-09,24020.98
2016-02-10,23758.9
2016-02-11,22951.83
2016-02-12,22986.12
2016-02-15,23554.12
2016-02-16,23191.97
2016-02-17,23381.87
2016-02-18,23649.22
2016-02-19,23709.15
2016-02-22,23788.79
2016-02-23,23410.18
2016-02-24,23088.93
2016-02-25,22976.0
2016-02-26,23154.3
2016-02-29,23002.0
2016-03-01,23779.35
2016-03-02,24242.98
2016-03-03,24606.99
2016-03-04,24646.48
2016-03-08,24659.23
2016-03-09,24793.96
2016-03-10,24623.34
2016-03-11,24717.99
2016-03-14,24804.28
2016-03-15,24551.17
2016-03-16,24682.48
2016-03-17,24677.37
2016-03-18,24952.74
2016-03-21,25285.37
2016-03-22,25330.49
2016-03-23,25337.56
2016-03-28,24966.4
2016-03-29,24900.46
2016-03-30,25338.58
2016-03-31,25341.86
2016-04-01,25269.64
2016-04-04,25399.65
2016-04-05,24883.59
2016-04-06,24900.63
2016-04-07,24685.42
2016-04-08,24673.84
2016-04-11,25022.16
2016-04-12,25145.59
2016-04-13,25626.75
2016-04-18,25816.36
2016-04-20,25844.18
2016-04-21,25880.38
2016-04-22,25838.14
2016-04-25,25678.93
2016-04-26,26007.3
2016-04-27,26064.12
2016-04-28,25603.1
2016-04-29,25606.62
2016-05-02,25436.97
2016-05-03,25229.7
2016-05-04,25101.73
2016-05-05,25262.21
2016-05-06,25228.5
2016-05-09,25688.86
2016-05-10,25772.53
2016-05-11,25597.02
2016-05-12,25790.22
2016-05-13,25489.57
2016-05-16,25653.23
2016-05-17,25773.61
2016-05-18,25704.61
2016-05-19,25399.72
2016-05-20,25301.9
2016-05-23,25230.36
2016-05-24,25305.47
2016-05-25,25881.17
2016-05-26,26366.68
2016-05-27,26653.6
2016-05-30,26725.6
2016-05-31,26667.96
2016-06-01,26713.93
2016-06-02,26843.14
2016-06-03,26843.03
2016-06-06,26777.45
2016-06-07,27009.67
2016-06-08,27020.66
2016-06-09,26763.46
2016-06-10,26635.75
2016-06-13,26396.77
2016-06-14,26395.71
2016-06-15,26726.34
2016-06-16,26525.46
2016-06-17,26625.91
2016-06-20,26866.92
2016-06-21,26812.78
2016-06-22,26765.65
2016-06-23,27002.22
2016-06-24,26397.71
2016-06-27,26402.96
2016-06-28,26524.55
2016-06-29,26740.39
2016-06-30,26999.72
2016-07-01,27144.91
2016-07-04,27278.76
2016-07-05,27166.87
2016-07-07,27201.49
2016-07-08,27126.9
2016-07-11,27626.69
2016-07-12,27808.14
2016-07-13,27815.18
2016-07-14,27942.11
2016-07-15,27836.5
2016-07-18,27746.66
2016-07-19,27787.62
2016-07-20,27915.89
2016-07-21,27710.52
2016-07-22,27803.24
2016-07-25,28095.34
2016-07-26,27976.52
2016-07-27,28024.33
2016-07-28,28208.62
2016-07-29,28051.86
2016-08-01,28003.12
2016-08-02,27981.71
2016-08-03,27697.51
2016-08-04,27714.37
2016-08-05,28078.35
2016-08-08,28182.57
2016-08-09,28085.16
2016-08-10,27774.88
2016-08-11,27859.6
2016-08-12,28152.4
2016-08-16,28064.61
2016-08-17,28005.37
2016-08-18,28123.44
2016-08-19,28077.0
2016-08-22,27985.54
2016-08-23,27990.21
2016-08-24,28059.94
2016-08-25,27835.91
2016-08-26,27782.25
2016-08-29,27902.66
2016-08-30,28343.01
2016-08-31,28452.17
2016-09-01,28423.48
2016-09-02,28532.11
2016-09-06,28978.02
2016-09-07,28926.36
2016-09-08,29045.28
2016-09-09,28797.25
2016-09-12,28353.54
2016-09-14,28372.23
2016-09-15,28412.89
2016-09-16,28599.03
2016-09-19,28634.5
2016-09-20,28523.2
2016-09-21,28507.42
2016-09-22,28773.13
2016-09-23,28668.22
2016-09-26,28294.28
2016-09-27,28223.7
2016-09-28,28292.81
2016-09-29,27827.53
2016-09-30,27865.96
2016-10-03,28243.29
2016-10-04,28334.55
2016-10-05,28220.98
2016-10-06,28106.21
2016-10-07,28061.14
2016-10-10,28082.34
2016-10-13,27643.11
2016-10-14,27673.6
2016-10-17,27529.97
2016-10-18,28050.88
2016-10-19,27984.37
2016-10-20,28129.84
2016-10-21,28077.18
2016-10-24,28179.08
2016-10-25,28091.42
2016-10-26,27836.51
2016-10-27,27915.9
2016-10-28,27941.51
2016-10-30,27930.21
2016-11-01,27876.61
2016-11-02,27527.22
2016-11-03,27430.28
2016-11-04,27274.15
2016-11-07,27458.99
2016-11-08,27591.14
2016-11-09,27252.53
2016-11-10,27517.68
2016-11-11,26818.82
2016-11-15,26304.63
2016-11-16,26298.69
2016-11-17,26227.62
2016-11-18,26150.24
2016-11-21,25765.14
2016-11-22,25960.78
2016-11-23,26051.81
2016-11-24,25860.17
2016-11-25,26316.34
2016-11-28,26350.17
2016-11-29,26394.01
2016-11-30,26652.81
2016-12-01,26559.92
2016-12-02,26230.66
2016-12-05,26349.1
2016-12-06,26392.76
2016-12-07,26236.87
2016-12-08,26694.28
2016-12-09,26747.18
2016-12-12,26515.24
2016-12-13,26697.82
2016-12-14,26602.84
2016-12-15,26519.07
2016-12-16,26489.56
2016-12-19,26374.7
2016-12-20,26307.98
2016-12-21,26242.38
2016-12-22,25979.6
2016-12-23,26040.7
2016-12-26,25807.1
2016-12-27,26213.44
2016-12-28,26210.68
2016-12-29,26366.15
2016-12-30,26626.46
2017-01-02,26595.45
2017-01-03,26643.24
2017-01-04,26633.13
2017-01-05,26878.24
2017-01-06,26759.23
2017-01-09,26726.55
2017-01-10,26899.56
2017-01-11,27140.41
2017-01-12,27247.16
2017-01-13,27238.06
2017-01-16,27288.17
2017-01-17,27235.66
2017-01-18,27257.64
2017-01-19,27308.6
2017-01-20,27034.5
2017-01-23,27117.34
2017-01-24,27375.58
2017-01-25,27708.14
2017-01-27,27882.46
2017-01-30,27849.56
2017-01-31,27655.96
2017-02-01,28141.64
2017-02-02,28226.61
2017-02-03,28240.52
2017-02-06,28439.28
2017-02-07,28335.16
2017-02-08,28289.92
2017-02-09,28329.7
2017-02-10,28334.25
2017-02-13,28351.62
2017-02-14,28339.31
2017-02-15,28155.56
2017-02-16,28301.27
2017-02-17,28468.75
2017-02-20,28661.58
2017-02-21,28761.59
2017-02-22,28864.71
2017-02-23,28892.97
2017-02-27,28812.88
2017-02-28,28743.32
2017-03-01,28984.49
2017-03-02,28839.79
2017-03-03,28832.45
2017-03-06,29048.19
2017-03-07,28999.56
2017-03-08,28901.94
2017-03-09,28929.13
2017-03-10,28946.23
2017-03-14,29442.63
2017-03-15,29398.11
2017-03-16,29585.85
2017-03-17,29648.99
2017-03-20,29518.74
2017-03-21,29485.45
2017-03-22,29167.68
2017-03-23,29332.16
2017-03-24,29421.4
2017-03-27,29237.15
2017-03-28,29409.52
2017-03-29,29531.43
2017-03-30,29647.42
2017-03-31,29620.5
2017-04-03,29910.22
2017-04-05,29974.24
2017-04-06,29927.34
2017-04-07,29706.61
2017-04-10,29575.74
2017-04-11,29788.35
2017-04-12,29643.48
2017-04-13,29461.45
2017-04-17,29413.66
2017-04-18,29319.1
2017-04-19,29336.57
2017-04-20,29422.39
2017-04-21,29365.3
2017-04-24,29655.84
2017-04-25,29943.24
2017-04-26,30133.35
2017-04-27,30029.74
2017-04-28,29918.4
2017-05-02,29921.18
2017-05-03,29894.8
2017-05-04,30126.21
2017-05-05,29858.8
2017-05-08,29926.15
2017-05-09,29933.25
2017-05-10,30248.17
2017-05-11,30250.98
2017-05-12,30188.15
2017-05-15,30322.12
2017-05-16,30582.6
2017-05-17,30658.77
2017-05-18,30434.79
2017-05-19,30464.92
2017-05-22,30570.97
2017-05-23,30365.25
2017-05-24,30301.64
2017-05-25,30750.03
2017-05-26,31028.21
2017-05-29,31109.28
2017-05-30,31159.4
2017-05-31,31145.8
2017-06-01,31137.59
2017-06-02,31273.29
2017-06-05,31309.49
2017-06-06,31190.56
2017-06-07,31271.28
2017-06-08,31213.36
2017-06-09,31262.06
2017-06-12,31095.7
2017-06-13,31103.49
2017-06-14,31155.91
2017-06-15,31075.73
2017-06-16,31056.4
2017-06-19,31311.57
2017-06-20,31297.53
2017-06-21,31283.64
2017-06-22,31290.74
2017-06-23,31138.21
2017-06-27,30958.25
2017-06-28,30834.32
2017-06-29,30857.52
2017-06-30,30921.61
2017-07-03,31221.62
2017-07-04,31209.79
2017-07-05,31245.56
2017-07-06,31369.34
2017-07-07,31360.63
2017-07-10,31715.64
2017-07-11,31747.09
2017-07-12,31804.82
2017-07-13,32037.38
2017-07-14,32020.75
2017-07-17,32074.78
2017-07-18,31710.99
2017-07-19,31955.35
2017-07-20,31904.4
2017-07-21,32028.89
2017-07-24,32245.87
2017-07-25,32228.27
2017-07-26,32382.46
2017-07-27,32383.3
2017-07-28,32309.88
2017-07-31,32514.94
2017-08-01,32575.17
2017-08-02,32476.74
2017-08-03,32237.88
2017-08-04,32325.41
2017-08-07,32273.67
2017-08-08,32014.19
2017-08-09,31797.84
2017-08-10,31531.33
2017-08-11,31213.59
2017-08-14,31449.03
2017-08-16,31770.89
2017-08-17,31795.46
2017-08-18,31524.68
2017-08-21,31258.85
2017-08-22,31291.85
2017-08-23,31568.01
2017-08-24,31596.06
2017-08-28,31750.82
2017-08-29,31388.39
2017-08-30,31646.46
2017-08-31,31730.49
2017-09-01,31892.23
2017-09-04,31702.25
2017-09-05,31809.55
2017-09-06,31661.97
2017-09-07,31662.74
2017-09-08,31687.52
2017-09-11,31882.16
2017-09-12,32158.66
2017-09-13,32186.41
2017-09-14,32241.93
2017-09-15,32272.61
2017-09-18,32423.76
2017-09-19,32402.37
2017-09-20,32400.51
2017-09-21,32370.04
2017-09-22,31922.44
2017-09-25,31626.63
2017-09-26,31599.76
2017-09-27,31159.81
2017-09-28,31282.48
2017-09-29,31283.72
2017-10-03,31497.38
2017-10-04,31671.71
2017-10-05,31592.03
2017-10-06,31814.22
2017-10-09,31846.89
2017-10-10,31924.41
2017-10-11,31833.99
2017-10-12,32182.22
2017-10-13,32432.69
2017-10-16,32633.64
2017-10-17,32609.16
2017-10-18,32584.35
2017-10-19,32389.96
2017-10-23,32506.72
2017-10-24,32607.34
2017-10-25,33042.5
2017-10-26,33147.13
2017-10-27,33157.22
2017-10-30,33266.16
2017-10-31,33213.13
2017-11-01,33600.27
2017-11-02,33573.22
2017-11-03,33685.56
2017-11-06,33731.19
2017-11-07,33370.76
2017-11-08,33218.81
2017-11-09,33250.93
2017-11-10,33314.56
2017-11-13,33033.56
2017-11-14,32941.87
2017-11-15,32760.44
2017-11-16,33106.82
2017-11-17,33342.8
2017-11-20,33359.9
2017-11-21,33478.35
2017-11-22,33561.55
2017-11-23,33588.08
2017-11-24,33679.24
2017-11-27,33724.44
2017-11-28,33618.59
2017-11-29,33602.76
2017-11-30,33149.35
2017-12-01,32832.94
2017-12-04,32869.72
2017-12-05,32802.44
2017-12-06,32597.18
2017-12-07,32949.21
2017-12-08,33250.3
2017-12-11,33455.79
2017-12-12,33227.99
2017-12-13,33053.04
2017-12-14,33246.7
2017-12-15,33462.97
2017-12-18,33601.68
2017-12-19,33836.74
2017-12-20,33777.38
2017-12-21,33756.28
2017-12-22,33940.3
2017-12-26,34010.61
2017-12-27,33911.81
2017-12-28,33848.03
2017-12-29,34056.83
2018-01-01,33812.75
2018-01-02,33812.26
2018-01-03,33793.38
2018-01-04,33969.64
2018-01-05,34153.85
2018-01-08,34352.79
2018-01-09,34443.19
2018-01-10,34433.07
2018-01-11,34503.49
2018-01-12,34592.39
2018-01-15,34843.51
2018-01-16,34771.05
2018-01-17,35081.82
2018-01-18,35260.29
2018-01-19,35511.58
2018-01-22,35798.01
2018-01-23,36139.98
2018-01-24,36161.64
2018-01-25,36050.44
2018-01-29,36283.25
2018-01-30,36033.73
2018-01-31,35965.02
2018-02-01,35906.66
2018-02-02,35066.75
2018-02-05,34757.16
2018-02-06,34195.94
2018-02-07,34082.71
2018-02-08,34413.16
2018-02-09,34005.76
2018-02-12,34300.47
2018-02-14,34155.95
2018-02-15,34297.47
2018-02-16,34010.76
2018-02-19,33774.66
2018-02-20,33703.59
2018-02-21,33844.86
2018-02-22,33819.5
2018-02-23,34142.15
2018-02-26,34445.75
2018-02-27,34346.39
2018-02-28,34184.04
2018-03-01,34046.94
2018-03-05,33746.78
2018-03-06,33317.2
2018-03-07,33033.09
2018-03-08,33351.57
2018-03-09,33307.14
2018-03-12,33917.94
2018-03-13,33856.78
2018-03-14,33835.74
2018-03-15,33685.54
2018-03-16,33176.0
2018-03-19,32923.12
2018-03-20,32996.76
2018-03-21,33136.18
2018-03-22,33006.27
2018-03-23,32596.54
2018-03-26,33066.41
2018-03-27,33174.39
2018-03-28,32968.68
2018-04-02,33255.36
2018-04-03,33370.63
2018-04-04,33019.07
2018-04-05,33596.8
2018-04-06,33626.97
2018-04-09,33788.54
2018-04-10,33880.25
2018-04-11,33940.44
2018-04-12,34101.13
2018-04-13,34192.65
2018-04-16,34305.43
2018-04-17,34395.06
2018-04-18,34331.68
2018-04-19,34427.29
2018-04-20,34415.58
2018-04-23,34450.77
2018-04-24,34616.64
2018-04-25,34501.27
2018-04-26,34713.6
2018-04-27,34969.7
2018-04-30,35160.36
2018-05-02,35176.42
2018-05-03,35103.14
2018-05-04,34915.38
2018-05-07,35208.14
2018-05-08,35216.32
2018-05-09,35319.35
2018-05-10,35246.27
2018-05-11,35535.79
2018-05-14,35556.71
2018-05-15,35543.94
2018-05-16,35387.88
2018-05-17,35149.12
2018-05-18,34848.3
2018-05-21,34616.13
2018-05-22,34640.95
2018-05-23,34344.91
2018-05-24,34663.11
2018-05-25,34924.87
2018-05-28,35165.48
2018-05-29,34949.24
2018-05-30,34906.11
2018-05-31,35052.87
2018-06-01,35227.26
2018-06-04,35011.89
2018-06-05,34903.21
2018-06-06,35178.88
2018-06-07,35463.08
2018-06-08,35443.67
2018-06-11,35483.47
2018-06-12,35692.52
2018-06-13,35739.16
2018-06-14,35599.82
2018-06-15,35622.14
2018-06-18,35619.16
2018-06-19,35286.74
2018-06-20,35547.33
2018-06-21,35432.39
2018-06-22,35689.6
2018-06-25,35470.35
2018-06-26,35490.04
2018-06-27,35217.11
2018-06-28,35037.64
2018-06-29,35423.48
2018-07-02,35264.41
2018-07-03,35378.6
2018-07-04,35645.4
2018-07-05,35574.55
2018-07-06,35657.86
2018-07-09,35942.99
2018-07-10,36239.62
2018-07-11,36265.93
2018-07-12,36548.41
2018-07-13,36592.38
2018-07-16,36323.77
2018-07-17,36519.96
2018-07-18,36373.44
2018-07-19,36351.23
2018-07-20,36496.37
2018-07-23,36544.88
2018-07-24,36825.1
2018-07-25,36858.23
2018-07-26,37005.04
2018-07-27,37336.85
2018-07-30,37494.4
2018-07-31,37606.58
2018-08-01,37521.62
2018-08-02,37165.16
2018-08-03,37556.16
2018-08-06,37691.89
2018-08-07,37665.8
2018-08-08,37887.56
2018-08-09,38024.37
2018-08-10,37869.23
2018-08-13,37644.9
2018-08-14,37852.0
2018-08-16,37663.56
2018-08-17,37947.88
2018-08-20,38278.75
2018-08-21,38285.75
2018-08-23,38336.76
2018-08-24,38251.8
2018-08-27,38694.11
2018-08-28,38896.63
2018-08-29,38722.93
2018-08-30,38690.1
2018-08-31,38645.07
2018-09-03,38312.52
2018-09-04,38157.92
2018-09-05,38018.31
2018-09-06,38242.81
2018-09-07,38389.82
2018-09-10,37922.17
2018-09-11,37413.13
2018-09-12,37717.96
2018-09-14,38090.64
2018-09-17,37585.51
2018-09-18,37290.67
2018-09-19,37121.22
2018-09-21,36841.6
2018-09-24,36305.02
2018-09-25,36652.06
2018-09-26,36542.27
2018-09-27,36324.17
2018-09-28,36227.14
2018-10-01,36526.14
2018-10-03,35975.63
2018-10-04,35169.16
2018-10-05,34376.99
2018-10-08,34474.38
2018-10-09,34299.47
2018-10-10,34760.89
2018-10-11,34001.15
2018-10-12,34733.58
2018-10-15,34865.1
2018-10-16,35162.48
2018-10-17,34779.58
2018-10-19,34315.63
2018-10-22,34134.38
2018-10-23,33847.23
2018-10-24,34033.96
2018-10-25,33690.09
2018-10-26,33349.31
2018-10-29,34067.4
2018-10-30,33891.13
2018-10-31,34442.05
2018-11-01,34431.97
2018-11-02,35011.65
2018-11-05,34950.92
2018-11-06,34991.91
2018-11-07,35237.68
2018-11-09,35134.48
2018-11-12,34812.99
2018-11-13,35144.49
2018-11-14,35073.21
2018-11-15,35260.54
2018-11-16,35457.16
2018-11-19,35774.88
2018-11-20,35474.51
2018-11-21,35199.8
2018-11-22,34981.02
2018-11-26,35354.08
2018-11-27,35513.14
2018-11-28,35716.95
2018-11-29,36170.41
2018-11-30,36194.3
2018-12-03,36241.0
2018-12-04,36134.31
2018-12-05,35884.41
2018-12-06,35312.13
2018-12-07,35673.25
2018-12-10,34959.72
2018-12-11,35150.01
2018-12-12,35779.07
2018-12-13,35929.64
2018-12-14,35962.93
2018-12-17,36270.07
2018-12-18,36347.08
2018-12-19,36484.33
2018-12-20,36431.67
2018-12-21,35742.07
2018-12-24,35470.15
2018-12-26,35649.94
2018-12-27,35807.28
2018-12-28,36076.72
2018-12-31,36068.33
2019-01-01,36254.57
2019-01-02,35891.52
2019-01-03,35513.71
2019-01-04,35695.1
2019-01-07,35850.16
2019-01-08,35980.93
2019-01-09,36212.91
2019-01-10,36106.5
2019-01-11,36009.84
2019-01-14,35853.56
2019-01-15,36318.33
2019-01-16,36321.29
2019-01-17,36374.08
2019-01-18,36386.61
2019-01-21,36578.96
2019-01-22,36444.64
2019-01-23,36108.47
2019-01-24,36195.1
2019-01-25,36025.54
2019-01-28,35656.7
2019-01-29,35592.5
2019-01-30,35591.25
2019-01-31,36256.69
2019-02-01,36469.43
2019-02-04,36582.74
2019-02-05,36616.81
2019-02-06,36975.23
2019-02-07,36971.09
2019-02-08,36546.48
2019-02-11,36395.03
2019-02-12,36153.62
2019-02-13,36034.11
2019-02-14,35876.22
2019-02-15,35808.95
2019-02-18,35498.44
2019-02-19,35352.61
2019-02-20,35756.26
2019-02-21,35898.35
2019-02-22,35871.48
2019-02-25,36213.38
2019-02-26,35973.71
2019-02-27,35905.43
2019-02-28,35867.44
2019-03-01,36063.81
2019-03-05,36442.54
2019-03-06,36636.1
2019-03-07,36725.42
2019-03-08,36671.43
2019-03-11,37054.1
2019-03-12,37535.66
2019-03-13,37752.17
2019-03-14,37754.89
2019-03-15,38024.32
2019-03-18,38095.07
2019-03-19,38363.47
2019-03-20,38386.75
2019-03-22,38164.61
2019-03-25,37808.91
2019-03-26,38233.41
2019-03-27,38132.88
2019-03-28,38545.72
2019-03-29,38672.91
2019-04-01,38871.87
2019-04-02,39056.65
